HIED_2011_data_flag,HIED_2012_data_flag,HIED_2013_data_flag,MADIP_ID_04,hied_2011_attendance_type,hied_2011_completion_field,hied_2011_completion_flag,hied_2011_field,hied_2011_level,hied_2012_attendance_type,hied_2012_completion_field,hied_2012_completion_flag,hied_2012_field,hied_2012_level,hied_2013_attendance_type,hied_2013_completion_field,hied_2013_completion_flag,hied_2013_field,hied_2013_level,hied_cob_2dig,hied_cob_ind,hied_disability_ind,hied_indigenous_ind,hied_language_ind,hied_2011_completion_course_type,hied_2012_completion_course_type,hied_2013_completion_course_type,hied_yr_arrival,gender
0,0,1,C1600152774,1,61307,1,61307,@@,1,@@,0,91199,@@,1,60500,1,60500,4,12,1,2,2,1,@@,@@,4,@@@@,F
0,1,1,C1600152797,1,@@,0,19901,@@,1,@@,0,99999,8,1,@@,0,31301,9,11,1,2,2,3,@@,@@,@@,@@@@,F
1,0,0,C1600152809,2,@@,0,100500,@@,2,60500,1,60500,10,1,30701,1,30701,4,11,2,2,2,1,@@,@@,@@,@@@@,F
1,1,0,C1600152834,1,60901,1,60901,@@,2,@@,0,100199,10,1,61703,1,61703,4,11,2,3,2,1,@@,10,4,@@@@,M
1,1,0,C1600152861,2,@@,0,100700,10,2,69901,1,69901,@@,1,@@,0,10799,10,&&,2,2,2,1,@@,@@,@@,2011,M
1,0,1,C1600152864,2,@@,0,0,@@,2,60501,1,60501,@@,1,@@,0,80505,4,51,2,2,2,3,@@,@@,@@,@@@@,M
0,1,1,C1600152870,2,30000,1,30000,@@,1,60300,1,60300,10,1,@@,0,29900,10,21,1,2,2,1,@@,10,10,@@@@,M
1,1,1,C1600152883,1,39900,1,39900,@@,1,@@,0,100700,@@,2,90103,1,90103,10,11,1,2,2,1,@@,@@,10,2002,M
1,0,1,C1600152960,2,@@,0,60301,10,2,@@,0,70100,@@,1,61903,1,61903,@@,42,2,3,2,1,@@,@@,@@,@@@@,M
0,0,0,C1600152985,1,61713,1,61713,10,1,80000,1,80000,10,1,@@,0,50999,@@,11,1,2,2,1,10,10,@@,@@@@,F
1,0,0,C1600153012,1,@@,0,100799,@@,0,@@,0,30000,@@,1,89999,1,89999,10,11,2,3,2,1,@@,@@,@@,@@@@,M
1,1,0,C1600153019,2,61701,1,61701,10,2,@@,0,39999,@@,1,@@,0,90399,@@,11,1,2,2,1,10,@@,@@,@@@@,F
0,0,0,C1600153042,1,@@,0,70105,10,0,100101,1,100101,@@,2,@@,0,80000,11,11,1,2,2,1,@@,@@,@@,@@@@,F
1,0,0,C1600153050,1,70101,1,70101,@@,1,@@,0,0,@@,1,60300,1,60300,@@,11,1,2,2,1,@@,@@,@@,1997,F
1,0,0,C1600153055,1,99999,1,99999,@@,2,@@,0,0,@@,1,61901,1,61901,@@,92,1,2,2,1,@@,@@,@@,@@@@,M
1,0,0,C1600153090,1,30000,1,30000,@@,1,70101,1,70101,10,1,100700,1,100700,9,11,1,2,2,3,@@,10,9,&&&&,M
0,0,1,C1600153108,1,90300,1,90300,10,1,@@,0,90701,@@,1,61705,1,61705,@@,71,1,2,2,1,10,@@,@@,@@@@,M
1,0,0,C1600153120,1,@@,0,60301,2,1,@@,0,80505,@@,1,69903,1,69903,@@,11,1,3,2,1,@@,@@,@@,@@@@,F
0,1,0,C1600153135,1,@@,0,80303,@@,1,80301,1,80301,@@,1,@@,0,40103,10,61,1,2,2,1,@@,@@,@@,@@@@,M
0,1,1,C1600153152,1,100799,1,100799,@@,1,100500,1,100500,@@,1,@@,0,60101,10,11,2,1,1,1,@@,@@,10,@@@@,M
0,0,0,C1600153191,2,@@,0,80300,@@,2,90300,1,90300,@@,1,80311,1,80311,13,11,1,2,2,1,@@,@@,@@,@@@@,F
1,0,1,C1600153192,1,@@,0,70105,@@,1,30399,1,30399,@@,1,@@,0,70101,10,12,1,3,2,1,@@,@@,@@,1987,F
0,0,0,C1600153194,2,@@,0,90999,@@,1,10000,1,10000,@@,1,@@,0,29999,10,11,1,2,2,1,@@,@@,@@,@@@@,F
0,0,1,C1600153299,1,99999,1,99999,@@,2,@@,0,92199,@@,2,0,1,0,@@,11,2,3,2,2,@@,@@,@@,1997,F
1,1,1,C1600153312,1,80301,1,80301,@@,1,@@,0,100505,@@,2,@@,0,60301,10,11,1,2,2,1,@@,@@,10,@@@@,F
1,1,0,C1600153332,1,@@,0,80300,10,2,0,1,0,10,1,30301,1,30301,@@,11,1,3,2,1,@@,@@,@@,@@@@,F
1,0,0,C1600153357,1,60101,1,60101,@@,1,@@,0,80300,4,2,60000,1,60000,10,11,2,2,2,3,@@,4,10,@@@@,M
1,1,1,C1600153360,2,91703,1,91703,7,1,@@,0,60300,@@,1,90900,1,90900,@@,11,1,2,2,1,7,@@,@@,@@@@,F
0,0,1,C1600153391,1,@@,0,50999,@@,2,@@,0,70103,2,1,100303,1,100303,@@,11,1,2,2,1,@@,@@,@@,1988,F
0,1,1,C1600153404,1,@@,0,99999,@@,1,70101,1,70101,@@,2,80000,1,80000,10,42,1,2,2,1,@@,@@,@@,2002,F
1,1,0,C1600153417,1,20300,1,20300,@@,2,@@,0,90000,@@,2,91500,1,91500,@@,11,1,2,2,2,@@,@@,@@,@@@@,F
0,1,0,C1600153434,2,@@,0,70101,10,1,@@,0,60901,@@,2,@@,0,19999,10,11,2,2,2,1,@@,@@,@@,@@@@,F
1,1,1,C1600153448,2,70300,1,70300,@@,2,@@,0,19999,10,2,@@,0,80301,@@,11,1,2,2,1,@@,10,@@,@@@@,M
0,1,0,C1600153452,1,80399,1,80399,@@,1,@@,0,60399,10,1,30000,1,30000,@@,11,2,3,2,1,@@,10,@@,@@@@,M
1,1,1,C1600153471,1,69903,1,69903,@@,1,0,1,0,10,2,@@,0,92199,4,11,1,2,2,3,@@,10,4,@@@@,M
0,0,0,C1600153499,2,@@,0,69905,10,1,@@,0,30000,10,1,61705,1,61705,@@,11,1,3,2,1,@@,@@,@@,@@@@,F
0,0,1,C1600153508,1,@@,0,61303,@@,1,@@,0,19901,10,2,30303,1,30303,4,11,2,2,2,1,@@,@@,@@,@@@@,F
0,0,1,C1600153527,1,@@,0,60301,@@,1,@@,0,20103,@@,1,90300,1,90300,@@,11,1,2,2,1,@@,@@,@@,@@@@,F
0,0,0,C1600153529,1,80399,1,80399,10,1,91703,1,91703,60,1,30000,1,30000,@@,11,1,2,2,3,10,60,@@,@@@@,F
0,0,0,C1600153565,1,@@,0,100705,@@,1,100700,1,100700,@@,1,61703,1,61703,@@,11,1,3,2,3,@@,@@,@@,@@@@,M
1,0,0,C1600153572,2,@@,0,80300,10,1,@@,0,60300,@@,1,@@,0,70103,@@,11,1,2,2,1,@@,@@,@@,2007,F
1,1,0,C1600153573,1,20305,1,20305,@@,2,60101,1,60101,10,1,0,1,0,@@,11,1,1,2,1,@@,10,@@,@@@@,F
1,1,1,C1600153606,2,60303,1,60303,60,2,@@,0,70105,@@,1,@@,0,10700,4,11,1,1,2,1,60,@@,4,@@@@,F
1,0,0,C1600153610,2,@@,0,10703,@@,1,60101,1,60101,10,1,29900,1,29900,@@,11,1,2,2,1,@@,@@,@@,@@@@,M
1,1,1,C1600153621,1,99999,1,99999,10,2,100103,1,100103,4,0,80000,1,80000,@@,11,2,3,2,3,10,4,@@,@@@@,F
1,0,0,C1600153645,0,0,1,0,@@,1,69903,1,69903,@@,2,@@,0,50100,10,11,1,1,2,1,@@,@@,10,2007,F
1,0,0,C1600153654,2,90101,1,90101,@@,1,@@,0,80505,@@,1,30999,1,30999,10,11,1,2,2,1,@@,@@,10,2005,F
0,0,0,C1600153663,1,0,1,0,@@,1,90000,1,90000,@@,2,90500,1,90500,10,92,1,2,2,1,@@,@@,10,1975,M
0,1,1,C1600153667,1,90000,1,90000,13,1,@@,0,0,9,1,@@,0,39999,@@,&&,1,2,2,1,13,9,@@,@@@@,F
0,0,0,C1600153687,1,@@,0,100501,10,1,@@,0,80509,10,1,0,1,0,@@,11,1,2,2,3,@@,@@,@@,1983,F
1,0,0,C1600153717,1,@@,0,80300,8,1,@@,0,91105,4,2,0,1,0,@@,11,2,1,2,1,@@,@@,@@,@@@@,M
0,0,0,C1600153744,2,@@,0,80399,10,1,@@,0,39999,@@,1,91500,1,91500,@@,11,2,1,2,1,@@,@@,@@,@@@@,F
1,1,1,C1600153781,1,19901,1,19901,@@,2,@@,0,29999,11,2,90500,1,90500,10,11,1,3,2,3,@@,11,10,2002,F
1,0,1,C1600153785,1,@@,0,0,10,0,90000,1,90000,50,1,@@,0,10000,10,11,1,2,2,1,@@,@@,@@,@@@@,F
0,0,0,C1600153789,1,@@,0,20100,@@,1,61300,1,61300,@@,2,80399,1,80399,@@,11,2,2,2,1,@@,@@,@@,@@@@,M
0,0,0,C1600153822,2,@@,0,10901,@@,2,@@,0,90000,10,2,@@,0,90101,10,52,1,2,2,1,@@,@@,@@,@@@@,F
1,0,0,C1600153838,2,30900,1,30900,@@,1,30703,1,30703,@@,2,@@,0,99900,@@,11,1,3,2,1,@@,@@,@@,@@@@,M
0,1,1,C1600153859,1,100799,1,100799,@@,1,10000,1,10000,41,1,@@,0,70105,@@,11,1,2,2,1,@@,41,@@,@@@@,F
0,0,0,C1600153862,1,@@,0,70199,10,2,@@,0,90900,@@,1,30901,1,30901,10,11,1,2,2,1,@@,@@,@@,@@@@,M
0,0,0,C1600153864,0,90000,1,90000,@@,1,60700,1,60700,10,2,@@,0,70103,@@,11,1,1,2,1,@@,10,@@,@@@@,F
0,1,1,C1600153883,1,91105,1,91105,@@,2,70105,1,70105,@@,2,@@,0,0,10,11,1,2,2,1,@@,@@,10,@@@@,M
1,0,0,C1600153891,1,19999,1,19999,10,1,31705,1,31705,@@,1,@@,0,92199,60,11,1,2,2,3,10,@@,60,@@@@,F
1,0,0,C1600153899,1,@@,0,90000,@@,1,10900,1,10900,@@,2,@@,0,60701,@@,15,1,3,2,1,@@,@@,@@,1998,F
1,1,1,C1600153904,1,80300,1,80300,@@,2,70103,1,70103,@@,1,80311,1,80311,7,11,1,2,2,3,@@,@@,7,@@@@,M
0,0,1,C1600153920,1,@@,0,100799,@@,2,@@,0,80399,@@,1,60300,1,60300,@@,11,1,2,2,2,@@,@@,@@,@@@@,F
1,0,1,C1600153978,2,100501,1,100501,@@,2,0,1,0,@@,2,10000,1,10000,10,12,1,2,2,1,@@,@@,10,2010,F
0,1,0,C1600153985,2,@@,0,61101,@@,1,10000,1,10000,50,1,@@,0,90900,4,11,1,2,1,1,@@,@@,@@,2000,F
0,0,0,C1600153987,1,90701,1,90701,@@,2,91703,1,91703,@@,1,@@,0,70101,10,92,2,2,2,1,@@,@@,10,@@@@,F
1,0,0,C1600153988,1,@@,0,70105,50,1,@@,0,70199,@@,1,80301,1,80301,@@,11,2,2,2,1,@@,@@,@@,2000,F
0,0,0,C1600154069,1,100700,1,100700,@@,1,70103,1,70103,@@,1,80300,1,80300,10,11,1,2,2,1,@@,@@,10,@@@@,M
0,0,0,C1600154095,1,@@,0,80301,@@,1,60101,1,60101,10,1,@@,0,92101,10,21,1,2,2,1,@@,@@,@@,@@@@,F
0,0,0,C1600154118,1,90300,1,90300,@@,0,60000,1,60000,4,1,90300,1,90300,@@,11,1,2,2,1,@@,4,@@,1978,F
1,1,1,C1600154156,1,70199,1,70199,10,1,30000,1,30000,@@,2,60901,1,60901,@@,11,1,2,2,1,10,@@,@@,@@@@,F
0,1,0,C1600154163,1,@@,0,90000,50,1,@@,0,70105,10,1,@@,0,19901,@@,11,1,2,2,1,@@,@@,@@,@@@@,F
0,1,1,C1600154186,1,100199,1,100199,10,1,@@,0,61707,@@,1,@@,0,90000,@@,11,2,3,2,3,10,@@,@@,@@@@,F
0,0,0,C1600154189,2,50900,1,50900,@@,1,100705,1,100705,@@,1,90399,1,90399,@@,11,1,3,2,1,@@,@@,@@,@@@@,M
0,0,1,C1600154190,2,0,1,0,@@,2,39900,1,39900,@@,1,91105,1,91105,@@,71,2,2,2,1,@@,@@,@@,@@@@,M
0,0,1,C1600154215,1,@@,0,70105,@@,1,@@,0,80313,@@,1,@@,0,90501,@@,11,1,3,2,1,@@,@@,@@,@@@@,M
1,0,0,C1600154223,1,19999,1,19999,@@,1,20100,1,20100,@@,1,70103,1,70103,60,11,2,2,2,1,@@,@@,60,@@@@,M
0,1,0,C1600154235,1,80301,1,80301,@@,1,61711,1,61711,10,2,20000,1,20000,10,11,1,2,2,3,@@,10,10,@@@@,M
1,0,1,C1600154266,0,60300,1,60300,10,0,100399,1,100399,@@,1,40103,1,40103,@@,11,2,2,2,3,10,@@,@@,2013,M
1,1,1,C1600154298,1,91703,1,91703,60,1,10900,1,10900,@@,1,@@,0,20000,10,11,1,3,2,1,60,@@,10,@@@@,F
1,1,1,C1600154333,2,70199,1,70199,@@,2,40105,1,40105,@@,1,@@,0,60315,10,11,1,2,2,1,@@,@@,10,@@@@,M
0,1,1,C1600154336,1,80300,1,80300,@@,1,@@,0,90501,@@,2,30000,1,30000,10,11,1,2,2,1,@@,@@,10,@@@@,F
0,1,1,C1600154350,1,50999,1,50999,@@,1,@@,0,90505,10,1,@@,0,90000,10,11,1,2,2,1,@@,10,10,@@@@,M
1,0,1,C1600154357,1,@@,0,39999,@@,1,@@,0,10000,10,1,90701,1,90701,@@,11,2,1,2,3,@@,@@,@@,2005,M
0,0,1,C1600154384,0,70199,1,70199,@@,1,39901,1,39901,@@,0,19901,1,19901,@@,11,1,2,2,1,@@,@@,@@,@@@@,F
0,0,1,C1600154396,0,70303,1,70303,@@,2,61101,1,61101,6,1,91100,1,91100,10,11,1,3,2,1,@@,6,10,@@@@,F
0,1,1,C1600154433,1,@@,0,10907,@@,2,61301,1,61301,@@,1,@@,0,50900,@@,11,1,2,2,1,@@,@@,@@,@@@@,F
0,0,0,C1600154446,2,100501,1,100501,4,1,60300,1,60300,@@,2,@@,0,61300,10,11,1,2,2,1,4,@@,10,@@@@,F
0,0,0,C1600154468,1,@@,0,90911,10,1,@@,0,99900,10,2,@@,0,90000,60,61,2,2,2,1,@@,@@,@@,@@@@,M
0,1,0,C1600154476,1,60101,1,60101,@@,2,90000,1,90000,@@,0,@@,0,90399,10,11,1,2,2,1,@@,@@,10,@@@@,F
1,0,1,C1600154478,2,@@,0,0,@@,1,@@,0,70105,10,1,@@,0,90701,@@,11,1,2,2,1,@@,@@,@@,2009,M
0,1,0,C1600154542,1,60501,1,60501,10,2,31307,1,31307,60,2,@@,0,40103,10,11,1,2,2,1,10,60,10,@@@@,F
0,0,1,C1600154543,2,@@,0,10000,10,1,@@,0,0,10,1,30000,1,30000,@@,21,1,3,2,1,@@,@@,@@,@@@@,F
0,1,0,C1600154549,1,40105,1,40105,@@,1,@@,0,10101,3,1,10000,1,10000,@@,12,2,2,2,1,@@,3,@@,@@@@,F
0,0,1,C1600154557,2,0,1,0,60,1,80300,1,80300,@@,1,@@,0,61307,@@,11,1,2,2,1,60,@@,@@,@@@@,M
0,0,0,C1600154596,1,@@,0,69999,10,2,@@,0,70100,6,2,@@,0,0,10,11,2,2,2,1,@@,@@,@@,@@@@,M
1,0,1,C1600154599,1,0,1,0,@@,1,@@,0,70105,10,1,29900,1,29900,10,32,2,2,1,3,@@,10,10,@@@@,F
1,1,1,C1600154613,1,19999,1,19999,10,1,@@,0,81100,@@,2,100705,1,100705,@@,11,1,2,2,1,10,@@,@@,@@@@,F
1,1,1,C1600154628,1,90513,1,90513,10,1,60301,1,60301,@@,1,@@,0,70100,10,11,1,2,2,3,10,@@,10,@@@@,M
1,0,0,C1600154637,1,@@,0,100799,@@,1,10900,1,10900,@@,1,@@,0,70105,60,11,1,3,2,1,@@,@@,@@,@@@@,F
0,0,0,C1600154650,1,61707,1,61707,@@,2,92199,1,92199,6,1,70000,1,70000,@@,42,2,2,2,1,@@,6,@@,@@@@,M
0,0,0,C1600154683,2,@@,0,29999,@@,2,19900,1,19900,@@,1,@@,0,90300,@@,11,1,2,2,3,@@,@@,@@,@@@@,M
0,0,0,C1600154709,2,80101,1,80101,@@,1,80301,1,80301,@@,1,@@,0,70100,@@,11,1,3,2,1,@@,@@,@@,2002,F
1,1,0,C1600154731,1,@@,0,0,@@,2,80000,1,80000,10,1,39999,1,39999,@@,11,1,2,2,1,@@,@@,@@,@@@@,F
1,1,0,C1600154744,1,80301,1,80301,@@,1,40107,1,40107,@@,1,80509,1,80509,10,11,1,2,2,1,@@,@@,10,@@@@,M
1,0,0,C1600154752,1,90000,1,90000,@@,1,@@,0,60399,10,1,@@,0,80000,@@,11,1,2,2,1,@@,10,@@,@@@@,M
0,0,0,C1600154763,2,80100,1,80100,@@,1,99900,1,99900,@@,1,40300,1,40300,@@,81,1,2,2,3,@@,@@,@@,@@@@,M
1,0,0,C1600154764,2,@@,0,90701,13,1,90701,1,90701,@@,2,@@,0,80399,21,11,1,2,2,2,@@,@@,@@,@@@@,M
1,0,1,C1600154773,2,@@,0,70105,@@,1,70103,1,70103,@@,0,@@,0,0,@@,15,1,2,2,1,@@,@@,@@,@@@@,M
0,1,1,C1600154798,2,@@,0,19999,10,1,69905,1,69905,10,1,70101,1,70101,@@,11,1,2,2,1,@@,@@,@@,1998,F
1,0,1,C1600154845,1,@@,0,70101,6,1,80000,1,80000,10,2,@@,0,100501,10,11,1,2,2,3,@@,@@,@@,2002,F
0,1,1,C1600154846,1,89999,1,89999,4,2,20100,1,20100,@@,1,80301,1,80301,@@,51,1,3,2,1,4,@@,@@,@@@@,M
0,1,1,C1600154884,2,@@,0,69903,@@,1,80300,1,80300,@@,2,@@,0,91199,@@,11,1,2,2,1,@@,@@,@@,@@@@,F
0,0,0,C1600154898,1,70199,1,70199,10,1,100799,1,100799,10,1,90000,1,90000,@@,11,1,2,2,1,10,10,@@,2002,F
0,1,1,C1600154970,1,80101,1,80101,@@,1,39900,1,39900,@@,1,80303,1,80303,10,52,1,2,2,1,@@,@@,10,@@@@,M
1,1,0,C1600155001,1,30000,1,30000,10,2,@@,0,10900,10,1,@@,0,100101,@@,11,1,2,2,1,10,10,@@,@@@@,M
0,0,0,C1600155053,1,79999,1,79999,10,1,@@,0,30000,10,1,50199,1,50199,@@,11,1,3,2,3,10,10,@@,2003,F
0,0,1,C1600155085,1,80399,1,80399,@@,2,@@,0,40107,@@,1,70105,1,70105,60,11,1,2,2,1,@@,@@,60,@@@@,F
0,1,1,C1600155094,1,@@,0,61901,@@,1,@@,0,80300,10,1,@@,0,91199,@@,11,1,3,2,3,@@,@@,@@,@@@@,F
1,1,0,C1600155109,2,0,1,0,@@,2,100700,1,100700,@@,2,10000,1,10000,@@,11,1,3,2,3,@@,@@,@@,@@@@,F
0,1,1,C1600155123,2,@@,0,10999,@@,1,69903,1,69903,@@,1,80100,1,80100,50,71,1,2,2,3,@@,@@,@@,@@@@,F
1,1,0,C1600155129,1,@@,0,100700,@@,2,@@,0,80300,10,1,60701,1,60701,@@,62,1,2,2,1,@@,@@,@@,@@@@,F
0,0,0,C1600155160,1,60000,1,60000,@@,2,@@,0,69903,10,1,90000,1,90000,@@,32,1,3,1,1,@@,10,@@,@@@@,F
1,0,0,C1600155169,1,70199,1,70199,4,1,@@,0,60501,@@,2,@@,0,70103,@@,11,1,3,2,1,4,@@,@@,@@@@,F
0,0,1,C1600155190,2,40103,1,40103,10,2,80300,1,80300,@@,1,10905,1,10905,@@,11,1,3,2,1,10,@@,@@,1987,F
1,1,0,C1600155206,1,29900,1,29900,10,2,80399,1,80399,@@,1,@@,0,80700,10,11,1,2,2,1,10,@@,10,@@@@,M
0,1,1,C1600155209,1,@@,0,0,10,1,60119,1,60119,@@,2,39999,1,39999,@@,23,1,1,2,1,@@,@@,@@,@@@@,F
0,0,1,C1600155215,1,50900,1,50900,@@,1,@@,0,10000,10,1,@@,0,80301,@@,11,1,2,2,1,@@,10,@@,@@@@,F
0,0,0,C1600155220,1,@@,0,90309,10,2,80000,1,80000,@@,1,30900,1,30900,@@,11,1,2,2,1,@@,@@,@@,@@@@,F
0,0,1,C1600155230,2,80399,1,80399,21,1,80303,1,80303,@@,1,80399,1,80399,@@,11,1,3,2,1,21,@@,@@,@@@@,F
1,0,0,C1600155265,1,70105,1,70105,10,1,60303,1,60303,9,2,61703,1,61703,@@,11,1,2,2,1,10,9,@@,@@@@,M
0,0,0,C1600155266,1,0,1,0,10,1,80101,1,80101,@@,2,90501,1,90501,10,11,1,2,2,1,10,@@,10,@@@@,M
0,0,0,C1600155278,1,@@,0,31505,@@,1,@@,0,69901,4,1,19901,1,19901,10,11,1,2,2,1,@@,@@,@@,@@@@,M
0,0,1,C1600155306,2,100799,1,100799,10,2,@@,0,80300,@@,1,@@,0,20100,@@,11,1,2,2,1,10,@@,@@,1991,F
0,1,1,C1600155317,1,80399,1,80399,10,2,@@,0,60399,@@,1,@@,0,70105,10,11,1,2,2,1,10,@@,10,@@@@,M
0,0,1,C1600155323,2,91901,1,91901,@@,1,@@,0,19901,@@,1,@@,0,10000,21,11,2,1,2,1,@@,@@,21,@@@@,M
0,0,1,C1600155362,2,90505,1,90505,@@,1,90000,1,90000,10,2,10000,1,10000,10,11,1,2,2,1,@@,10,10,@@@@,F
1,1,0,C1600155382,0,70100,1,70100,@@,2,30301,1,30301,10,2,@@,0,70115,60,11,1,2,2,1,@@,10,60,@@@@,M
1,1,0,C1600155415,1,10000,1,10000,@@,1,@@,0,70103,@@,1,70105,1,70105,@@,11,1,2,2,3,@@,@@,@@,@@@@,F
0,0,1,C1600155417,1,20000,1,20000,@@,2,100101,1,100101,@@,2,129999,1,129999,@@,42,1,3,2,1,@@,@@,@@,2007,M
1,1,0,C1600155419,1,30000,1,30000,@@,2,80300,1,80300,@@,2,@@,0,50999,10,11,1,2,1,1,@@,@@,10,1998,M
0,1,0,C1600155430,1,@@,0,99999,10,0,@@,0,91100,@@,1,10907,1,10907,@@,11,1,3,2,3,@@,@@,@@,@@@@,F
1,1,0,C1600155434,1,0,1,0,10,1,81101,1,81101,4,1,@@,0,39900,10,11,1,2,2,1,10,4,10,@@@@,M
1,0,0,C1600155449,2,80399,1,80399,@@,1,60300,1,60300,@@,1,@@,0,30999,10,11,2,2,2,1,@@,@@,10,@@@@,M
0,0,1,C1600155461,1,10999,1,10999,@@,1,@@,0,10703,@@,1,@@,0,80301,10,11,1,2,2,1,@@,@@,10,@@@@,M
0,0,1,C1600155476,1,@@,0,90000,@@,1,@@,0,80300,@@,1,60501,1,60501,@@,11,2,2,2,1,@@,@@,@@,@@@@,M
0,0,1,C1600155482,2,@@,0,10000,13,2,91703,1,91703,@@,2,@@,0,90701,@@,11,1,3,2,1,@@,@@,@@,@@@@,M
0,1,0,C1600155503,1,90000,1,90000,10,2,31705,1,31705,13,1,@@,0,10000,@@,11,1,2,2,1,10,13,@@,@@@@,F
0,1,0,C1600155550,1,@@,0,70100,10,2,10000,1,10000,11,1,@@,0,91100,@@,11,1,2,2,1,@@,@@,@@,2009,F
1,0,1,C1600155553,2,@@,0,0,@@,2,@@,0,60301,@@,1,@@,0,90000,@@,11,2,2,2,1,@@,@@,@@,2007,M
1,0,1,C1600155560,1,@@,0,61301,4,1,0,1,0,21,1,@@,0,60301,@@,11,1,2,2,1,@@,@@,@@,@@@@,F
1,0,0,C1600155595,2,@@,0,90501,10,1,80300,1,80300,10,2,@@,0,60399,@@,11,1,3,2,1,@@,@@,@@,@@@@,M
0,1,0,C1600155605,1,@@,0,90900,@@,1,@@,0,40300,@@,2,61501,1,61501,@@,52,1,2,2,1,@@,@@,@@,@@@@,F
0,0,0,C1600155609,2,@@,0,80301,@@,1,@@,0,0,10,2,80000,1,80000,@@,71,1,2,2,3,@@,@@,@@,1996,F
0,1,0,C1600155625,1,90900,1,90900,10,0,91100,1,91100,10,1,10000,1,10000,@@,15,1,2,2,1,10,10,@@,@@@@,F
0,1,1,C1600155637,1,60500,1,60500,@@,1,@@,0,20100,10,1,40101,1,40101,10,11,2,3,2,1,@@,10,10,@@@@,F
0,1,0,C1600155643,2,90999,1,90999,10,1,10703,1,10703,10,2,@@,0,90900,@@,11,2,2,2,1,10,10,@@,@@@@,M
0,0,1,C1600155681,1,70103,1,70103,@@,2,80301,1,80301,@@,1,50999,1,50999,@@,21,1,3,2,1,@@,@@,@@,@@@@,M
1,0,0,C1600155698,2,100703,1,100703,10,1,60303,1,60303,@@,1,61300,1,61300,60,21,1,2,2,3,10,@@,60,@@@@,F
0,1,0,C1600155701,1,100799,1,100799,2,1,@@,0,60300,10,2,40100,1,40100,@@,11,1,2,2,2,2,10,@@,@@@@,M
0,0,1,C1600155727,1,60300,1,60300,@@,1,@@,0,0,@@,1,@@,0,70103,60,11,2,2,2,1,@@,@@,60,@@@@,F
0,0,1,C1600155740,2,80101,1,80101,10,0,@@,0,60303,@@,2,19901,1,19901,@@,51,1,2,2,1,10,@@,@@,@@@@,M
1,1,0,C1600155759,2,0,1,0,@@,2,@@,0,70101,10,1,91703,1,91703,@@,61,1,2,2,1,@@,10,@@,@@@@,F
0,1,0,C1600155761,2,90900,1,90900,@@,1,60301,1,60301,@@,1,@@,0,30399,@@,11,1,3,2,1,@@,@@,@@,@@@@,F
1,1,0,C1600155773,1,@@,0,80300,@@,2,80101,1,80101,@@,1,80301,1,80301,11,11,1,2,2,1,@@,@@,@@,@@@@,F
0,1,1,C1600155807,1,30000,1,30000,10,1,@@,0,70109,@@,2,@@,0,19999,@@,11,2,2,2,1,10,@@,@@,@@@@,M
1,0,0,C1600155820,2,90900,1,90900,10,1,@@,0,0,@@,1,@@,0,91103,@@,11,1,2,2,1,10,@@,@@,@@@@,F
1,1,1,C1600155843,2,@@,0,10000,@@,0,@@,0,10000,10,2,@@,0,61300,10,92,1,3,2,1,@@,@@,@@,@@@@,M
1,0,0,C1600155845,1,30000,1,30000,@@,0,70105,1,70105,4,1,39900,1,39900,10,11,1,2,2,1,@@,4,10,@@@@,M
1,0,1,C1600155887,1,100505,1,100505,@@,2,90000,1,90000,10,1,90900,1,90900,@@,21,1,2,2,1,@@,10,@@,2004,F
0,0,1,C1600155906,1,@@,0,90701,10,1,60500,1,60500,@@,1,90701,1,90701,@@,11,1,2,2,1,@@,@@,@@,@@@@,M
1,0,1,C1600155924,2,@@,0,99999,@@,1,@@,0,80101,@@,1,@@,0,70103,10,11,1,2,2,1,@@,@@,@@,@@@@,F
0,0,1,C1600155928,1,@@,0,60500,@@,2,@@,0,0,@@,1,30000,1,30000,10,11,1,3,2,1,@@,@@,@@,@@@@,M
1,0,0,C1600155936,1,@@,0,10000,10,2,70105,1,70105,@@,0,69903,1,69903,@@,21,&,2,2,1,@@,@@,@@,@@@@,F
0,0,1,C1600155941,1,80100,1,80100,@@,2,@@,0,80399,@@,2,@@,0,20000,13,11,1,1,2,1,@@,@@,13,@@@@,F
0,0,0,C1600155962,1,@@,0,80000,10,2,80311,1,80311,@@,2,80000,1,80000,@@,11,1,2,2,3,@@,@@,@@,@@@@,F
1,0,0,C1600155997,2,20100,1,20100,@@,1,10999,1,10999,10,1,90501,1,90501,@@,11,1,1,2,1,@@,10,@@,1994,M
1,0,0,C1600156014,2,91105,1,91105,10,1,0,1,0,4,1,70100,1,70100,10,11,1,2,2,1,10,4,10,2000,F
1,0,0,C1600156017,1,69905,1,69905,@@,0,19901,1,19901,@@,2,@@,0,70101,10,11,1,2,2,1,@@,@@,10,2002,F
1,1,1,C1600156031,2,0,1,0,10,1,0,1,0,@@,1,100501,1,100501,10,11,1,2,2,1,10,@@,10,2011,M
1,0,1,C1600156033,2,70100,1,70100,@@,2,30000,1,30000,10,2,@@,0,60300,10,11,1,2,2,3,@@,10,10,@@@@,F
1,1,0,C1600156036,1,@@,0,69999,@@,1,59999,1,59999,@@,1,61307,1,61307,@@,11,1,2,2,1,@@,@@,@@,2000,F
